date,T=0.5,T=0.75,T=1.0,T=1.25,T=1.5,T=0.5+agree,T=0.75+agree,T=1.0+agree,T=1.25+agree,T=1.5+agree,ENSEMBLE
2014-05-16,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2014-05-23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-06-13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-07-11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
2014-08-01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-08-08,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
2014-08-15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-08-22,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-12,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2014-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-26,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2014-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-10,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-12-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-26,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2015-01-02,0.009420190072644028,0.009723273262903653,0.0020909825183315703,0.0030171547331691354,0.004376443725738726,0.009259149288196374,0.009675389439075156,0.0020909825183315703,0.0030171547331691354,0.004376443725738726,0.02281886560691923
2015-01-09,-0.007844764743816355,-0.007285512944508006,-0.0041990684744570945,-0.0027243844891591948,-0.004032668252003344,-0.007713139891547976,-0.007250413985586753,-0.0041990684744570945,-0.0027243844891591948,-0.004032668252003344,-0.020802429598679346
2015-01-16,0.002387243425374992,0.0011949145614360385,-0.0019598635869802435,-0.0020950738141497643,-0.001987365938395474,0.0023485074379726643,0.001189305821588964,-0.0019598635869802435,-0.0020950738141497643,-0.001987365938395474,-0.001985854173071322
2015-01-23,0.0037177751795287872,-0.000852693060586079,-0.004603291628141959,-0.005000846389085033,-0.005042955317256067,0.0036539837100203875,-0.0008484131361282315,-0.004603291628141959,-0.005000846389085033,-0.005042955317256067,-0.009449413590452501
2015-01-30,0.003173398568804958,0.005077510119072255,0.005382348400115217,0.005841900044514611,0.008968010091058977,0.0031190339864365793,0.005052050169066764,0.005382348400115217,0.005841900044514611,0.008968010091058977,0.022722603965903265
2015-02-06,0.0008588194807104446,-0.0013201381434782419,0.002228678071407527,0.0024168648533921823,0.003808059723001522,0.0008443200056941863,-0.0013135231199901639,0.002228678071407527,0.0024168648533921823,0.003808059723001522,0.006390673407415474
2015-02-13,0.002941342485823863,0.002609070846107119,-0.005498151111618649,-0.005248327781253416,-0.008237018986034909,0.002890924927319563,0.00259580639840051,-0.005498151111618649,-0.005248327781253416,-0.008237018986034909,-0.010771940440065157
2015-02-20,0.006501883663004799,0.0038868732193472065,0.0067499051588847635,-0.00041936050354187256,-0.0006212885977644635,0.006377756997269066,0.003864342297269636,0.0067499051588847635,-0.00041936050354187256,-0.0006212885977644635,0.012819747316819025
2015-02-27,0.0027712477615163,0.003807985150871013,0.006123151988827334,0.0017360442781513366,0.0025809939398744124,0.0027185661370307413,0.003785931403441588,0.006123151988827334,0.0017360442781513366,0.0025809939398744124,0.013585644346626322
2015-03-06,0.0021174511365187115,0.004045801426132383,0.006219344992050671,0.0008867829181686085,0.00133951782414269,0.0020764951850656783,0.004021356376168967,0.006219344992050671,0.0008867829181686085,0.00133951782414269,0.011660958237043871
2015-03-13,0.003198834479867781,0.0030092934483263475,0.016027684688143844,0.018341034549433196,0.01654299943375061,0.003136707776272067,0.0029910881204623973,0.016027684688143844,0.018341034549433196,0.01654299943375061,0.045663744467033564
2015-03-20,-0.007809754254225374,-0.0062471298152864,-0.002950432387307382,-0.00019372223191008484,-0.00029988532390002866,-0.007643958016863004,-0.006205851489698723,-0.002950432387307382,-0.00019372223191008484,-0.00029988532390002866,-0.01073057922266431
2015-03-27,0.000595213033791081,-0.002780548939582432,0.002779290028803331,0.0029248835996846054,0.004835922949151803,0.0005827889176774856,-0.002760988546857827,0.002779290028803331,0.0029248835996846054,0.004835922949151803,0.005011859698468352
2015-04-03,0.0008270935172907884,0.0012691413428737239,-0.0021558520706125082,-0.002106556361309711,-0.003454984429058009,0.0008098329214018081,0.0012602583182142906,-0.0021558520706125082,-0.002106556361309711,-0.003454984429058009,-0.003369324578901287
2015-04-10,0.00037464753439657325,0.0013679556961427705,0.003359306613136185,0.0034069980104537005,0.005557594096051673,0.00036565252837653686,0.0013574088462889183,0.003359306613136185,0.0034069980104537005,0.005557594096051673,0.008372988892569289
2015-04-17,-0.0031577034019008307,-0.007322615033499897,0.0010424087615504506,0.0006626772716885085,0.0010696028944491302,-0.0030808486809341903,-0.007265194486237944,0.0010424087615504506,0.0006626772716885085,0.0010696028944491302,-0.004504805513448609
2015-04-24,-0.004290830012261627,-0.00514721613412749,-0.003066941788134769,-0.0018138736221368502,-0.0029627705664364524,-0.004186639604749501,-0.00510777758409718,-0.003066941788134769,-0.0018138736221368502,-0.0029627705664364524,-0.010084573264205105
2015-05-01,0.0029508587449293927,0.002792844993924817,0.0021696889081098975,0.0012538697646806085,0.00205259525246974,0.0028799990931978104,0.00277140048167634,0.0021696889081098975,0.0012538697646806085,0.00205259525246974,0.00638777310739234
2015-05-08,-0.0009060856044566183,-0.0008836735109441483,-0.00027502712539078755,0.0013998038337381486,0.002303165866264826,-0.0008839597379099994,-0.0008768256291483817,-0.00027502712539078755,0.0013998038337381486,0.002303165866264826,0.0009395752499295667
2015-05-15,0.002486681568225905,0.0038120643288579773,0.0036507142662537424,0.0013998695712878493,0.0014918911863300221,0.0024222957022998278,0.0037808545847675713,0.0036507142662537424,0.0013998695712878493,0.0014918911863300221,0.007275120175309985
2015-05-22,7.508656382088774e-05,0.00093590816370232,0.0008971516468028341,0.0011064677933554407,-8.899222459169011e-05,7.313628927969063e-05,0.0009282762182684471,0.0008971516468028341,0.0011064677933554407,-8.899222459169011e-05,0.0016490699935453985
2015-05-29,0.004476606386512378,-8.08359848256031e-05,-7.681056658959988e-05,-8.181740389499101e-05,-0.0015053576669821229,0.004357275222167558,-8.015897197522009e-05,-7.681056658959988e-05,-8.181740389499101e-05,-0.0015053576669821229,0.0015092985018251846
2015-06-05,-0.0033849245444052493,-0.0008396130461089026,-0.0007949881938839538,-0.0008471736815034066,0.00025396623592428044,-0.0032949010946628794,-0.0008325196943069929,-0.0007949881938839538,-0.0008471736815034066,0.00025396623592428044,-0.0031434926714080966
2015-06-12,-0.0015113802658216426,0.0009848131434859722,0.0012091840470770424,0.0012915795007851147,0.002239581091424144,-0.00146737470051074,0.0023618332002251024,0.0012091840470770424,0.0012915795007851147,0.002239581091424144,0.0027718357337362227
2015-06-19,0.0017721144349366507,0.004511399913204203,0.0002077344377503511,0.00022211998980633548,0.0003940537942255198,0.004738966367028219,0.0044667566411178885,0.0002077344377503511,0.00022211998980633548,0.0003940537942255198,0.004822576787014254
2015-06-26,0.004050845943781379,0.0027706258829380825,0.0009845337792850632,0.001057224840670208,0.0018499136191134171,0.0030251074183493625,0.0027426891003217908,0.0009845337792850632,0.001057224840670208,0.0018499136191134171,0.005721231033263164
2015-07-03,-0.0022547367850436722,-0.002307671141117616,-0.0008171348537421987,-0.0008805211504637762,-0.0015318350949492295,-0.0021853057932572167,-0.002284301242508548,-0.0008171348537421987,-0.0008805211504637762,-0.0015318350949492295,-0.004336117527789219
2015-07-10,0.009504929167466874,0.007788757413464225,0.0014507697981318126,0.001035549696545806,0.0015609609086562886,0.009156960977880218,0.007696566276752865,0.0014507697981318126,0.001035549696545806,0.0015609609086562886,0.011748800345927693
2015-07-17,-0.0019914198222303866,-0.007399625684535583,-0.006982441089467781,-0.007750243091373385,-0.011235728395131882,-0.0019171398414350174,-0.007310520869482474,-0.006982441089467781,-0.007750243091373385,-0.011235728395131882,-0.019227088856152184
2015-07-24,0.007084091727562118,0.009699039785500022,0.005462858868314061,0.0060264670876371594,0.008631341590791337,0.006820981311231952,0.00958465367480163,0.005462858868314061,0.0060264670876371594,0.008631341590791337,0.01847573830740633
2015-07-31,0.01051859011235374,0.006679325553837724,0.0038396615209846234,0.0030536216406565494,0.0043519589136191885,0.010150067620265449,0.006603057902996218,0.0038396615209846234,0.0030536216406565494,0.0043519589136191885,0.013422723535381301
2015-08-07,-0.09608246440753646,-0.11155409405687651,-0.11671565792683755,-0.07656891419069939,-0.10836340225419025,-0.09409679849399805,-0.11113757764149729,-0.11671565792683755,-0.07656891419069939,-0.10836340225419025,-0.23509989331046738
2015-08-14,-0.004498977272104082,-0.00121523466222498,-0.004077642002390458,-0.009482457960210832,-0.010315850367144282,-0.004473997920527336,-0.0012139796041918066,-0.004077642002390458,-0.009482457960210832,-0.010315850367144282,-0.0028279611408363356
2015-08-21,-0.002728951795777531,-0.0037233558943716963,-0.0037590628831756885,0.0006630251726280719,0.0007197763592721435,-0.002713639161968595,-0.003719514744786191,-0.0037590628831756885,0.0006630251726280719,0.0007197763592721435,-0.0008424477959646884
2015-08-28,0.0002994361526802903,-0.004162079276518516,-0.003545150319097254,-0.0037205757980258904,-0.004041518931292444,0.00029774507291329896,-0.00415769229663682,-0.003545150319097254,-0.0037205757980258904,-0.004041518931292444,-0.0014491171156601015
2015-09-04,-0.002969360678028807,-0.002350985615232564,-0.0011944779423332678,0.00287395023363614,0.0,-0.00295233547861566,-0.0023469563614939423,-0.0011944779423332678,0.00287395023363614,0.0,-0.0003468142629287677
2015-09-11,0.0009064280458336491,-0.002455400156963617,-0.0039026374451427252,-0.00957399723458047,0.0,0.000902818997997729,-0.0024508384169849144,0.005067238533886139,0.0,0.0,-0.0005496549769438869
2015-09-18,-0.0018897286573306814,0.003932853035498105,0.004015322514407418,0.007075008165298528,0.0,-0.0018865763346649826,0.003933724045553346,0.003995811235497159,0.0,0.0,0.0009161376948199322
2015-09-25,0.0069817351007906035,0.0019317275347802841,0.0019241615458566595,-0.0011601566844798934,0.0,0.006976255122060351,0.0019321597252887478,0.0019153730855803342,0.0,0.0,0.0009790056745130216
2015-10-02,0.004647911766496062,-0.009655383196039018,-0.009600180902376486,-0.01424918005726397,0.0,0.004644492951734488,-0.009657521800564877,-0.009558573691918475,-0.014654751689318636,0.0,-0.0027723714095024845
2015-10-09,0.0037614650173257067,0.002665277060846561,0.0026561389711818755,0.003878985543866894,0.0031883685881043,0.0037587472637056938,0.0026656371388947865,0.002642380020547555,0.003981214374356143,0.0031883685881043,0.0015446530121210045
2015-10-16,0.008760815175970384,0.0035984652123036203,0.0035857390158549403,0.00522594721705192,0.006007673642737679,0.00875487916793646,0.0035990363039350797,0.0035681930407256385,0.0053631149017768255,0.006007673642737679,0.002595548059559288
2015-10-23,0.007894648838744375,0.004705830687188743,0.0046876702920509,0.006812966725845841,0.007809522687325982,0.007889890282234607,0.00470663037041747,0.004665567747707271,0.006990278277998151,0.007809522687325982,0.003041924305041541
2015-10-30,0.0049505461957245825,0.0025515796029255684,0.0025416599256980086,0.003121066184720459,0.003571233822859085,0.004947752785103304,0.0025520391889745776,0.0025300642993694366,0.003201412622157763,0.003571233822859085,0.0015905600271353664
2015-11-06,0.00010316870924793786,9.011179602309964e-05,8.975911445856465e-05,0.00012999987678534135,-0.0008638103892824141,0.0001031121927163233,9.012866870553988e-05,8.935801662707388e-05,0.00013333999772197847,-0.0008638103892824141,-4.258015790585871e-05
2015-11-13,-0.0011727783680565002,0.0010354903263966866,0.001031492168239668,0.0014960193285185569,0.0017123696971027152,-0.0011720891816376627,0.0010356705671237905,0.0010267136838069937,0.001534575155998819,0.0017123696971027152,0.0003904296683756613
2015-11-20,-0.006734219132734804,-0.005242923372104325,-0.005222741732360153,-0.0075773978772474705,-0.00796679873878604,-0.00673006731206207,-0.0052438202785454755,-0.005198350645365785,-0.007772842561297962,-0.00796679873878604,-0.003110618741659652
2015-11-27,-0.002756349523894665,-0.001853810732165013,-0.00017693285152423172,-0.0002564202243956968,-0.00029117192958429686,-0.0027546114997950067,-0.0018541211838772663,-0.00017610173384901906,-0.0002630014388348067,-0.00029117192958429686,-0.0005050686630517023
2015-12-04,-0.0032798806241278924,-0.0028551440579088743,-0.002844765983509037,-0.0041364179254039435,-0.0046742958780687915,-0.003277494532973216,-0.002855528618374519,-0.0028305880208041702,-0.004243528071984632,-0.0046742958780687915,-0.0016880866822270967
2015-12-11,-0.005261994431863053,-0.0035605976110387886,-0.003545030960516047,-0.0052236606439567965,-0.005815753265447973,-0.005258319801089037,-0.0035591923830782975,-0.0035283205404015978,-0.005367005357825393,-0.005815753265447973,-0.0022207930409617557
2015-12-18,0.005179446941211835,0.0028787717521106203,0.0029193997132899068,0.00428181162019536,0.0047653276577118465,0.005175769640480671,0.0028776391716150785,0.002905975800996744,0.004398877463813473,0.0047653276577118465,0.0018988945445485748
2015-12-25,-0.006507246403241983,-0.004104049300649667,-0.004090519581582313,-0.005989338810630489,-0.006146184704179439,-0.006502726632557855,-0.004102432811479765,-0.0040721814693695305,-0.006152293885473743,-0.006146184704179439,-0.002542002370389927
2016-01-01,0.002601727877979635,0.0027148618568808365,0.007063537656952236,0.010308696723295659,0.00584657296320785,0.002739006688821819,0.002713715464253716,0.007030087674384137,0.01058430252660438,0.00584657296320785,0.0027120945349119715
2016-01-08,0.005301402450725356,0.003304980077545022,0.005528963664576457,0.0,0.0,0.005575133879816288,0.0033035090229799314,0.0055055522351959915,0.0,0.0,0.0013463340032486835
2016-01-15,-0.002833357527026596,-0.0011621018662643016,0.0009988825679709424,0.0014527211574083907,0.0,-0.0038330525265312257,-0.0011616311492696017,0.0009952400737440097,0.0014902170901605841,0.0,-0.0001913020061912164
2016-01-22,0.0018547024370365202,0.001880487224543012,0.0,0.0,0.0,0.002130581318664093,0.0018797067103626564,0.0,0.0,0.0,0.00036557723170952257
2016-01-29,0.0030513675766180534,0.0023128648072573556,0.002248104363032855,0.003377197971457968,0.0,0.0030419416549092738,0.0023119353228072182,0.002240606581747842,0.003465256464455423,0.0,0.0010405477951792132
2016-02-05,0.0035712865879690974,0.005181827244532156,0.005356212372289301,0.006726899475292935,0.007621391492231691,0.0035602995715669416,0.005179718298578142,0.005338043081818924,0.0069027556841621965,0.007621391492231691,0.0026972379482101505
2016-02-12,0.003799184110683275,0.0034562114172012807,0.0010812933919967925,0.0012018887088470545,0.0013579436841757127,0.003787625718616517,0.003454926538581279,0.0010779677630759577,0.0012328639883936636,0.0013579436841757127,0.0010289580918190861
2016-02-19,0.006409372665740644,0.008259269465036802,0.006270245704065412,0.00514322344091441,0.005813456765146307,0.007172195793228617,0.008256289455815257,0.006252662338357958,0.0052770624167253755,0.005813456765146307,0.0030498947703591316
2016-02-26,0.008190429617432436,0.008281768612757569,0.004196118451050312,0.014431818582713385,0.01628345481584804,0.009503468259614511,0.008279103613107769,0.0041852287358411875,0.014804937353104923,0.01628345481584804,0.004917000882963109
2016-03-04,0.0021109936347937625,0.00042445184955932925,-0.002238354652213817,-0.003126529115400115,0.0024404622752979394,0.0020909079395407936,0.0004243313511154114,-0.0022327007195185548,-0.003201836572145734,0.0024404622752979394,-4.065079055115687e-05
2016-03-11,-0.004873795251850655,-0.004511288080263988,-0.009558387508864456,-0.014086165770710512,-0.0026734552687577894,-0.004827562628952098,-0.004509965495115264,-0.009530587650346239,-0.014422717328887183,-0.0026734552687577894,-0.0033592844250659505
2016-03-18,-0.0034502252131145073,-0.003801684455783399,-0.003801687421410888,-0.0018334242480591999,0.0,-0.003417266090474869,-0.003800463275724378,-0.0037860051351118256,-0.0018753472623074673,0.0,-0.001214497290516593
2016-03-25,0.0011112553880507545,0.0009638193483710372,0.0011409324087210634,-0.004564198186691048,0.0,0.0011006312076401522,0.0009635075972117479,0.0011360727499639916,-0.004668294706136147,0.0,-0.00013276433503417128
2016-04-01,0.000959076241205076,0.00029154818915979284,0.00035764005369910067,-0.00034784160715320216,0.0,0.0009499271540957662,0.00029145723857422555,0.0003561096060186185,-0.00035568624043200473,0.0,0.00011800324616029405
2016-04-08,-0.0013460480284710388,-0.0012287361898106653,-0.0014823145041973958,-0.0018677157058696618,-0.0006849672385344606,-0.001333225311596777,-0.0012283507304929376,-0.001476117717168585,-0.0019098955737457787,-0.0006849672385344606,-0.0006244239413134128
2016-04-15,-0.0018711840833036876,0.00025325509320773594,0.00023260190590868298,0.0003214777159312161,-0.00025490626086029116,-0.0018533093367622904,0.00025317332747583457,0.00023157843704751647,0.00032872542415007024,-0.00025490626086029116,-0.00012333571925793763
2016-04-22,-0.0022485361094535445,-0.0019552347660261,-0.0009944137790798512,-0.0013742569280248587,-0.0023010932788883067,-0.002227052525345609,-0.0019546364922776492,-0.0009900184219276656,-0.0014052388294309422,-0.0023010932788883067,-0.0008376771393288875
2016-04-29,0.0032500037369746116,0.0043590850239537925,0.0017003466838431997,0.0023495066758242355,0.0026838044541139874,0.0032189514415829753,0.0043577611370691416,0.0016928880955867423,0.0024024570175709883,0.0026838044541139874,0.0013544996410427687
2016-05-06,-0.00016502023329324422,0.0019798464110182077,0.002989546267842019,0.004127131222101557,0.001852617400563239,-0.00016345477028927786,0.0019792784163358526,0.002976574148828034,0.004220030071071161,0.001852617400563239,0.001021551593055861
2016-05-13,-0.005998499046225149,-0.005199298553397666,-0.009798257954666476,-0.01109939790580667,-0.012724638288438535,-0.005941628964717355,-0.005197869914427981,-0.009758005798136425,-0.01134800463939727,-0.012724638288438535,-0.004235052396725884
2016-05-20,-0.0012224095376604652,-0.0009715332759664737,0.0004516582507707567,0.0018213255693692843,0.0020687741257560347,-0.0012107872734588845,-0.0009712361763112139,0.00044951957352987887,0.0018598643574656056,0.0020687741257560347,0.00020451389216704721
2016-05-27,0.0005532577518791186,0.0006182988863412492,0.003452543914291911,0.010433806121910192,0.011847917439518081,0.0005479851400065319,0.0006181056224185763,0.003436201493511381,0.010654438324435543,0.011847917439518081,0.0025428940767549396
2016-06-03,0.0016701517087152995,0.001495868299500479,0.002069056433476835,0.007077127662619718,0.007999889634477241,0.0016541438418322457,0.0014954055968254532,0.0020598032829931023,0.0072211172924119054,0.007999889634477241,0.0019144289205613734
2016-06-10,-0.002174574569758,-0.0019608173355790443,-0.0016414638215284706,-0.005317275594539033,-0.001522575726303931,-0.0021538950878389152,-0.001960229278348225,-0.001634408291343551,-0.005423845355634561,-0.001522575726303931,-0.0011877412384218074
2016-06-17,-0.0022464758167646997,-0.0023094340470413612,-0.002274673696251586,-0.001941707195936559,-0.0022003879290919287,-0.0022250755304182323,-0.0023094340470413625,-0.0022645654024346846,-0.0019799946349600686,-0.0022003879290919287,-0.0010303071234403572
2016-06-24,0.012349973739585489,0.010744492869945057,0.010134325437400489,0.012632569260117004,0.014306551520205487,0.012243824540115944,0.010744492869945063,0.010087745224785004,0.01288090185272058,0.014306551520205487,0.005654843337277694
2016-07-01,0.0006872750940509388,0.0004952078301108054,0.00048790629063633995,-0.0014929889611615093,-0.0016804174974560295,0.0006815947368003227,0.0004952078301108056,0.00048606052066522206,-0.001520771905282693,-0.0016804174974560295,-0.00014172955696904456
2016-07-08,0.0024557024848627,0.0038006478930498783,0.001622262703433141,0.0013745210001264,0.0023181302188304688,0.0024354562000585,0.0038006478930498805,0.0016162152969938259,0.0014000531732361818,0.0023181302188304688,0.0010783814501311318
2016-07-15,0.0030888445915772888,0.003335491668760776,0.003287475220949045,0.0038700390583891542,9.336028316369342e-05,0.0030632206841110605,0.0033354916687607762,0.0032754645317674643,0.003941936564821385,9.336028316369342e-05,0.0012770909671680152
2016-07-22,-0.005244047961214566,-0.002419961246681009,-0.0023831788395813256,-0.004491712690808323,0.0016888383919754155,-0.0052009639865710664,-0.00241996124668101,-0.002375388654729449,-0.004575600369964176,0.0016888383919754155,-0.0012010136318362985
2016-07-29,-0.0002894565631072833,-0.00030768192347365494,0.00037768669461813316,0.0004928889623899009,-0.001214766321830197,-0.00028706567385493906,-0.00030768192347365515,0.00037634567060869064,0.0005019784264192508,-0.001214766321830197,-8.767565115448813e-05
2016-08-05,-0.003306901970463378,-0.0006904728501858597,0.00113638477379943,0.0014827333482582874,0.0025034611664764513,-0.0032791661155489545,-0.0006904728501858601,0.0011322716847616385,0.0015100727501132162,0.0025034611664764513,0.00010798863867052875
2016-08-12,-0.0028812064085409774,-0.0015477968872897082,-0.004623515778482324,-0.004369646098424933,-0.005217486058266496,-0.002816854233890211,-0.0015477968872897108,-0.004610060259117355,-0.004517565347927824,-0.005217486058266496,-0.006135287819515297
2016-08-19,-0.0034025134821124713,-0.0031127133995331032,-0.0028988960811593546,0.0002788264195421422,0.00031341050156682965,-0.0033253166574430124,-0.0031127133995331093,-0.0028910865751007875,0.0002886402291644561,0.00031341050156682965,-0.002920390412871876
2016-08-26,0.004226683660436627,0.004163703527169627,0.003871828403948101,0.003674001496384896,0.0042679518101663835,0.004130526572281363,0.004163703527169635,0.0038627882430093273,0.003803267850893275,0.0042679518101663835,0.0067286719078656675
2016-09-02,-0.0057049372013583954,-0.005702678618671414,-0.00526955330769536,-0.00497757954798059,-0.006584589166473565,-0.0055760957983305385,-0.005702678618671424,-0.005263253714312823,-0.005154643527359057,-0.006584589166473565,-0.009413571433085306
2016-09-09,0.016956536726795715,0.014602783456421504,0.013462870949730357,0.015113317298449556,0.015216167207904491,0.016575101963992082,0.01460278345642153,0.013441833197884686,0.015641675545325057,0.015216167207904491,0.024603196960295167
2016-09-16,-0.002850826252088009,-0.0017950119165511618,-0.0038092384871657725,-0.00573955619680476,0.0,-0.002793257493519833,-0.001795011916551165,-0.003809238487165776,-0.00579444146646929,0.0,-0.004192919351229803
2016-09-23,0.00564547374572125,0.005479207793285972,0.006394460676707451,0.003935563390716831,0.0,0.005531475876782901,0.005479207793285983,0.006394460676707455,0.003937990793058558,0.0,0.006286941964892877
2016-09-30,0.0030007227246518875,0.0018395311028285583,0.0017008634666382028,-0.0019007379690747365,0.0,0.002938231123222272,0.0018395311028285616,0.0017008634666382041,-0.0019007379690747365,0.0,0.0013479628466488106
2016-10-07,-0.0072040117540355456,-0.004282794747043012,-0.003904349525362827,-0.0036754757166980656,-0.00551918824393612,-0.007051467600294464,-0.004282794747043021,-0.0039043495253628297,-0.0036754757166980656,-0.00551918824393612,-0.007313153699802724
2016-10-14,0.001376230786091467,0.0017051052631958758,-0.0006329208291883043,-0.0005962491445263298,0.0003233698394161861,0.0013472364167938767,0.0017051052631958795,-0.0006329208291883049,-0.0005962491445263298,0.0003233698394161861,0.0006367465006728832
2016-10-21,0.003768307642644079,0.003401881968123121,0.0030269201659479097,0.0008031546553304372,0.0007753000063787613,0.0036826063483687663,0.0034018819681231284,0.003026920165947913,0.0008031546553304372,0.0007753000063787613,0.0034908665034816366
2016-10-28,-0.0007525424722226117,-0.0010256251035703982,-0.0011262147227706898,0.0005871636060239722,-0.0028789286294843724,-0.0007343126046665478,-0.0010256251035704004,-0.001126214722770691,0.0005871636060239722,-0.0028789286294843724,-0.0015645798986007346
