date,carry_vol,ca_yoy,esi_chg,rr_sent,vrp_pos,vrp_neg,rrterm_pos,rrterm_neg,mom,pi_pos,pi_flow,boll,value_slow
2014-07-25,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2014-08-01,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
2014-08-08,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
2014-08-15,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
2014-08-22,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2014-08-29,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-09-05,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-12,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2014-09-19,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-26,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
2014-10-03,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
2014-10-10,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2014-10-17,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2014-10-24,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
2014-10-31,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2014-11-21,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
2014-11-28,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
2014-12-05,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
2014-12-12,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
2014-12-26,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2015-01-02,0.003430893038568963,0.005227497444976617,-0.006116422911464096,0.007278741295116406,-0.009056514624589758,0.009056514624589758,0.002707457275778736,-0.002707457275778736,0.003319497910300435,0.009040657247087323,0.010885077658205624,0.0008479774729292424,-0.003564208508264833
2015-01-09,-0.012549693200437043,-0.014511423767497748,-0.0012992736090773143,0.0014155697736711796,-0.0010536512892362344,0.0010536512892362344,-0.0016338814830690555,0.0016338814830690555,-0.0009783947010736684,0.01690304505065339,0.0161661623798749,0.006957116768014454,-0.007614908884124586
2015-01-16,0.007521531005747481,-0.00899827453150507,-0.011311754474687448,-0.004175693649738818,0.004552799742355055,-0.004552799742355055,0.00642992450891272,-0.00642992450891272,0.0077986061094197905,0.016929555119341525,0.01595255107644,0.004233586044673743,0.004236916431532112
2015-01-23,0.007380452231586908,0.007560226284721995,0.0026563111499900674,-0.009737315697035431,0.0009848790297552587,-0.0009848790297552587,0.002547649510562868,-0.002547649510562868,-0.0022314885996212227,-0.019152122382948573,-0.017363597478174158,-0.00777442477473988,-0.006547810166977559
2015-01-30,0.00309600660246055,0.004978285929896787,-0.001902328425094403,-0.010152542443390731,0.00034996414358036296,-0.00034996414358036296,-0.0022885350270118936,0.0022885350270118936,-6.037906552559775e-05,0.0026844197649525266,0.0030803203406177208,-0.003782153773153618,0.0008279914261690956
2015-02-06,-0.0021080095289080026,0.0023997360394591343,-0.0016459985889849856,-0.0036301126196186554,-0.0015340822467901111,0.0015340822467901111,-0.003569870080060611,0.003569870080060611,0.002333733370107586,0.0035401246599281234,0.003354794638575202,-0.005748910293158318,-0.0032087659979746293
2015-02-13,0.0095263731035796,-0.002112038586616693,-0.0014467619219657372,0.008243735529087746,0.014528610320002874,-0.014528610320002874,-0.0008197155349922852,0.0008197155349922852,0.0037770507826807424,-0.0014506828676959047,-0.002453504282540409,-0.0027013439461229536,-0.005741833270661201
2015-02-20,0.004333919699368043,-0.006697553677381869,-8.565732555564535e-05,0.00378225775563628,-0.006119312816846653,0.006119312816846653,-0.011029991145234482,0.011029991145234482,0.014118502651130828,0.007736142644423189,0.007192643131748201,0.008432559583756102,-0.011238408515136187
2015-02-27,0.00714841252728151,0.013990150763872621,0.008683851303694833,-0.017323946076610124,0.0031930852817613903,-0.0031930852817613903,0.017828501237294597,-0.017828501237294597,-0.004359062627483216,0.008464845478122686,0.008203847421022663,-0.0020154365596261464,0.006027173184848788
2015-03-06,0.007291336766154522,0.011155101452003867,0.007489777970317034,-0.0033777866188752915,-0.0025059454810167463,0.0025059454810167463,0.00805073131481818,-0.00805073131481818,-0.008465006612820687,0.002709352295785738,0.0018250419720492103,0.005428588865421457,0.004458146115021128
2015-03-13,0.00910876110152197,0.013440784591542972,0.00427199437089463,-0.025477610282080083,-0.007367176457870074,0.007367176457870074,-0.007910786970760067,0.007910786970760067,0.0007982730794807185,-0.00048390469593036103,-0.00016228126067453457,-0.0203529940497331,0.0015931236810476548
2015-03-20,-0.008339213675823926,-0.005775746823678971,-0.011760900318778666,0.0015724923393570375,0.0029940479303368632,-0.0029940479303368632,0.0039021644415611944,-0.0039021644415611944,-0.005422294508055729,-0.005480049865902616,-0.005425319149001906,-0.014828656600480014,0.001728196503833087
2015-03-27,-0.002009187445863116,-0.005370398217711582,-0.0025084210551281254,0.019391537859583023,0.00024861532270766543,-0.00024861532270766543,-0.013219100729165403,0.013219100729165403,0.00967779224257433,0.002693114362126122,0.0032706305676016437,-0.005605597003964316,-0.0027933611102587265
2015-04-03,0.014743826806945158,-0.0006332171058294107,0.003469706851837078,-0.005644078129818181,0.0058497303766858345,-0.0058497303766858345,0.013040158483006988,-0.013040158483006988,-0.009637141197306747,0.004644887490855885,0.0045627730391762595,-0.007301530606911443,0.005596557180618827
2015-04-10,-0.009377826978260406,0.0012388160636524967,-0.00029238196085000165,0.005570069352924721,-0.006536878714511254,0.006536878714511254,-0.009198559383942442,0.009198559383942442,0.006396416273819365,0.005615708653565583,0.005366410368767008,0.004429430886326835,-0.007043505287122413
2015-04-17,-0.018269998025685755,0.0024889637482509255,0.002106622476850017,0.012322845945005732,-0.019904084878915766,0.019904084878915766,-0.012726755521334052,0.012726755521334052,0.0016192441466694374,0.00213822931100568,0.004276738565658828,0.012197742053624524,0.00481898637530586
2015-04-24,0.0030731056569838254,0.0006011192572203855,0.0014694785275736427,-0.007686046833398127,-0.0007893947318458294,0.0007893947318458294,0.009469652819263924,-0.009469652819263924,-0.010402231012372618,0.0038090156403586266,0.0061212430131679235,0.0035081470990236006,0.026851567232896202
2015-05-01,0.004580810220486496,0.006096812033582403,-0.0008453090586014626,0.003863027428649753,0.0054551435949867656,-0.0054551435949867656,0.0009096929122233675,-0.0009096929122233675,-0.0007168628394300837,0.0007129887314989488,0.0012786208021692085,0.0021731922786922394,0.008843815697390709
2015-05-08,-0.0061947389793399026,-0.0021807925296151126,0.0024313481528632956,0.0033468068316601504,-0.009938143443847396,0.009938143443847396,-0.009329965989845378,0.009329965989845378,0.0062300124252997234,0.007671857692317075,0.008398200504808342,0.0003633132832057682,-0.005659338334648997
2015-05-15,0.007182070490616026,0.005206449708927129,-0.007119146925730771,-0.008360384231280736,0.0001326156866307344,-0.0001326156866307344,0.006544734942203926,-0.006544734942203926,-0.006879013257529975,0.0004155532641888239,-0.002282938437277326,-0.011540829370848472,0.001477215514371318
2015-05-22,0.006908847638689147,0.0044531880614631595,0.005164297562251772,-0.0005565423099683611,0.001961916193362389,-0.001961916193362389,0.00373014413245866,-0.00373014413245866,-0.011735127295581444,0.008290065213820903,0.0082561538065411,0.006931050848376021,0.005200210205624949
2015-05-29,0.00510460810962916,0.005126600147494411,-0.002413281996696563,-0.008425074878642864,0.0063527059298451975,-0.0063527059298451975,0.007621005529922542,-0.007621005529922542,0.001439313667546052,-0.0006910529059635089,-0.0027323300608776834,-0.012183012763693227,0.007558669092514406
2015-06-05,-0.005163256753357346,-0.002957150693559595,0.003073783356438422,0.0006244300718019413,0.0040746259856464075,-0.0040746259856464075,-0.0022296258536185884,0.0022296258536185884,0.0019088871352849824,0.0019948901831338584,0.0015458619663183577,0.0009951290980151012,-0.0033223381496315222
2015-06-12,0.001780937452801339,-0.000832915568675932,0.0011386791192142048,0.005625655918825389,-0.0017409764560045648,0.0017409764560045648,-0.001970725222135664,0.001970725222135664,0.003287026890795466,-0.0006197102004213731,-0.002389366541236718,0.0012064858755945957,-0.005880939802215606
2015-06-19,0.008095339064889595,0.0038376102673138624,-0.008110938430292366,-0.008489941366929848,0.00470376519446726,-0.00470376519446726,0.004786353086022505,-0.004786353086022505,-0.013905421823313797,-0.009651826752473721,-0.006443812031059991,0.008351075076549471,0.007516894564733362
2015-06-26,0.0007546832997594414,0.0013241425942382345,0.0014023310151078116,0.0009524821240820636,-0.0031554690225506386,0.0031554690225506386,-0.002642221830090089,0.002642221830090089,0.0035107955800327286,0.006009532038729588,0.005479057880771325,-0.00026672059162435467,-0.003922103865917016
2015-07-03,0.0035722266442716187,-0.0025803667561308404,0.0007141067489788045,0.011030787785975342,0.00863184678738036,-0.00863184678738036,0.00819597776937111,-0.00819597776937111,-0.0020312339478171463,-0.0011760397664638178,-0.00013013889799455482,0.0017690509563707349,0.006898974570049107
2015-07-10,0.010878221178399929,0.006451281989489023,0.0035461454485552547,0.00747318398380186,0.0008252923585935644,-0.0008252923585935644,0.010450625134936773,-0.010450625134936773,0.0003477181851704989,0.0006497950163423054,0.004563537550731714,0.005348377565239596,0.005308319647357917
2015-07-17,0.004662405247768937,0.0029698716859989215,0.0052919544041587505,0.014447297244571796,0.0011985249561845426,-0.0011985249561845426,0.007747029357984718,-0.007747029357984718,0.0011912078882035894,-0.006776333998764388,-0.00701666062149234,-0.0005084274718493272,0.013050460793127947
2015-07-24,0.003183206007425749,0.004727574404789004,-0.0011897999291231465,0.0033089350122268327,-0.0030053055466030872,0.0030053055466030872,-0.0017980709373626935,0.0017980709373626935,0.001957959919875104,0.0028504989181737357,0.003795274991972012,0.007057425674708246,0.0018407921080457823
2015-07-31,0.00998628961307991,0.00485639540508732,0.009247213498095283,-0.014092756909416896,0.0058802240374815394,-0.0058802240374815394,0.016410011379875376,-0.016410011379875376,0.0030286097445856933,-0.0004231606844445595,0.002543004029568631,0.0028290061368999387,0.009794545624463335
2015-08-07,-0.0496402034172293,-0.09663231576268451,-0.053031641225840025,-0.05494646563191167,0.02593060307728039,-0.02593060307728039,0.005731087600489393,-0.005731087600489393,-0.07802852650305954,0.04971684071372255,0.04210724122643148,-0.07929368177203547,0.0029620837497364733
2015-08-14,-0.006040668799496797,0.010420825912936539,-0.013302427135450157,-0.012242237816287532,-0.014402374949814814,0.014402374949814814,0.0026357631701880847,-0.0026357631701880847,-0.0040958915368699104,-0.018654699436922682,-0.02104845108709868,-0.0004888481646062331,0.009190677279953645
2015-08-21,-0.00538113178100156,-0.0016710133449808558,0.007069603700843896,0.004432438148796566,0.006649386101296364,-0.006649386101296364,0.005644366499576418,-0.005644366499576418,-0.0018672178927946793,0.003005981732802881,0.002279121035113511,-0.0066261323249611325,0.009847066309383501
2015-08-28,0.003804685500739985,0.004982406437942979,-0.00023520628201051106,-0.006824633476518147,-0.005750327483891941,0.005750327483891941,-0.0013000340576770075,0.0013000340576770075,-0.0043170041860520906,-0.009245542687879462,-0.009895787142724042,0.002675113745790333,-0.0019105506058682263
2015-09-04,0.0033279323084382147,0.006103293836809971,-0.00290490577800368,0.004315864603056686,-0.006402820349365898,0.006402820349365898,-0.0023183879219162446,0.0023183879219162446,0.005462798118852484,0.00407782040246175,0.0031924655150532954,0.0007861233763609727,0.003885278222824703
2015-09-11,-0.0011411808159086702,-0.004730505924065302,0.002802896733843644,0.0018983007908829007,-0.0002514496723294481,0.0002514496723294481,-0.014999099300250871,0.014999099300250871,0.010328391960285533,0.009375469659308772,0.009897377147569587,0.001808118146840675,-0.016058229127842202
2015-09-18,0.011108147642685556,0.007058285823141568,0.0014481068304766848,-0.0013388468348072657,0.006549432691395104,-0.006549432691395104,0.01893238860249648,-0.01893238860249648,-0.006183042533682589,-0.008858561689033526,-0.0071017885482760335,-0.005965834051581833,0.010200524813889065
2015-09-25,0.0045892655267560254,0.0029026918120322602,-0.011078149941872964,0.011815955764140592,0.007126763736924116,-0.007126763736924116,0.0012608941422534545,-0.0012608941422534545,0.006122671895587748,-0.0019115131500778656,-0.001197698376156231,0.0076156440738282885,0.006871246865321617
2015-10-02,0.01233514221650094,-0.015983366373053486,0.02236760172069482,-0.0004882996382380677,0.017669192550819876,-0.017669192550819876,0.0032384313725748386,-0.0032384313725748386,0.0040883389047008615,-0.020190653220895145,-0.022054797022010207,0.007242038934561703,-0.025633387285665072
2015-10-09,-0.004518274106622724,-0.002046554784434296,0.005329488406572053,0.0052221985551144014,-0.0028556528709811685,0.0028556528709811685,-0.00919284860992016,0.00919284860992016,-0.0016630967465021526,0.004443297042231684,0.0033194636175578177,0.006571901263545909,0.00838667117250004
2015-10-16,0.004985000869224129,0.0017607228193389994,0.0025943366343314372,0.0038193891212485046,0.0010161111443112564,-0.0010161111443112564,0.012762292008811252,-0.012762292008811252,-0.004360285807491689,0.005971604218304382,0.006078486187134971,0.008259327705010965,0.012250293106711446
2015-10-23,0.002083756820176755,0.011884414419528713,-0.0038699836386026152,-0.009494453757710377,0.00645619265126319,-0.00645619265126319,0.008669620270557314,-0.008669620270557314,-0.008468546534766934,0.0026003955783710283,0.00297777500012656,0.0005714865768217439,0.003118201674683079
2015-10-30,0.00619430257282296,-0.002451243766171713,-0.004173146500697366,-0.002840830800784529,0.012474360662300208,-0.012474360662300208,0.011579892814692839,-0.011579892814692839,-0.007550606753040576,0.004313984761098075,0.003470614617668791,0.002356168313205227,0.005568805089696998
2015-11-06,0.008033583423023303,-0.0007848963668147599,-0.0031525730366210006,-0.001963472834508499,0.001006369032982315,-0.001006369032982315,0.010617660609855563,-0.010617660609855563,-0.010117159269294296,-0.0025528245847869988,-0.002432627236259669,0.002158841997730571,-8.687160264480189e-05
2015-11-13,-0.003898112850905377,-0.004897792720361178,-0.00020858914687235753,0.007291319987673036,0.008982637429702215,-0.008982637429702215,-0.011198671911086625,0.011198671911086625,0.004684434370371632,0.006447255137201907,0.00724528845758245,-0.0007894020702052663,-0.0038475073165199626
2015-11-20,-0.005369442643577785,0.0007818528491452185,0.002740814850045583,0.0005967018412091309,-0.004484002912184353,0.004484002912184353,0.00013376558903672496,-0.00013376558903672496,-0.005046054874039014,0.0049674410778662755,0.006081785603595459,-0.0007128900924749938,0.003479896217841441
2015-11-27,-0.0004337731928085468,-0.0015633291106403014,-0.002625907562187194,-0.0033032307214972945,0.0023612052191301896,-0.0023612052191301896,-0.0035347525516623564,0.0035347525516623564,-0.004642311215182048,-0.005262086762982313,-0.005431030373021779,0.00077179200215933,-0.006324021397259101
2015-12-04,-0.000452416476164058,-0.002819313360921111,0.0014055255319152312,-0.0002677402570596019,-0.004529515035839799,0.004529515035839799,0.001271153660954684,-0.001271153660954684,-0.005932646568003948,-0.002001649136383264,-0.002062481059381921,0.0023445845881588435,0.003774810110160709
2015-12-11,0.008659078302808832,-0.005128542707564897,0.0042523117584655,0.0060990678141147935,0.007369257885403281,-0.007369257885403281,0.004426928950205275,-0.004426928950205275,0.0012066143135365198,-0.0012537359764246438,-0.002224336656360463,-0.004038348588038366,-0.0017287478759467527
2015-12-18,0.0022857620709235706,-0.0024926544415793616,-0.004172800432359543,0.00454391419850164,-0.007285027863381312,0.007285027863381312,0.005904515699728344,-0.005904515699728344,0.00562663183617086,0.004408271302844758,0.004136545589906752,3.43197556295872e-05,-0.004394931995774441
2015-12-25,0.00013063677718832647,-0.0007768134001472602,0.003393345659561991,-0.0069152978873281605,0.008210636725399895,-0.008210636725399895,-0.003368896383729979,0.003368896383729979,-0.007196137831371055,0.006397457751283817,0.006470121476749408,-0.0063244731111534195,0.0004710160119021002
2016-01-01,0.0031100601309969637,-0.0037069722026518573,-0.0005416594964520232,-0.003964192094525715,-0.008363017950653044,0.008363017950653044,0.020386791918762363,-0.020386791918762363,0.011457692682085704,0.002986427083903491,0.0046851608330227435,-0.004991253337906452,-0.0025194730601395994
2016-01-08,-0.0014183829947888836,0.012234561606104382,-0.0019976020100272752,-0.002585106008697054,0.0035448809647334253,-0.0035448809647334253,0.008214194885719105,-0.008214194885719105,-0.005442153036273878,0.0018438292415739559,0.0027044759035239323,0.007886546922010722,0.00338886628928724
2016-01-15,-0.0029088610915231497,-0.003401815775750654,0.002895176427272865,-0.001889319995358716,0.0038057568251687645,-0.0038057568251687645,-0.004920058336142625,0.004920058336142625,-0.0006820224543097992,0.0005888287612888624,0.001550906382708756,-0.0011719122035794185,-0.0049436685117722305
2016-01-22,0.004974614507137987,-0.002579723591074961,0.004613950954394847,0.00631736183013371,0.00896366452894844,-0.00896366452894844,-0.008515305849479122,0.008515305849479122,0.009913368876980104,0.008550306609981633,0.008691118189487559,-0.0006811625603394328,-0.010188315341037911
2016-01-29,-0.0010080025654468638,-0.001960069902370102,0.0009704110066373237,0.005929421144767033,0.004940137356194178,-0.004940137356194178,-0.004221301006703474,0.004221301006703474,0.0018793629724745736,0.005736670054007903,0.007202374686985877,0.0007747918461931504,-0.003042820417221406
2016-02-05,0.007956607757611587,-0.003160903917761329,0.007970032365133039,0.005377764855564733,0.00415964956296098,-0.00415964956296098,-0.0036797779789705686,0.0036797779789705686,0.002281326872972042,0.005378902281307207,0.007092052734356075,-0.0027290292907320877,-0.004280035683776979
2016-02-12,0.011061144003173672,0.0012074023951322934,0.00810714828739223,0.0019938530117951827,0.0006323343894303578,-0.0006323343894303578,0.005686577145685433,-0.005686577145685433,0.0023106736144897786,0.002469389269499326,0.003746464385864602,0.0025839122078383644,-0.0038789609271153973
2016-02-19,0.00849100441953108,-0.001993475921055238,0.006883038286549818,0.003516465207039396,0.0051947692933737325,-0.0051947692933737325,-0.0027606501804606307,0.0027606501804606307,0.0032984464933032975,0.0054999759051089486,0.0056090809980438435,0.0005660023728670195,-0.005782472044287822
2016-02-26,-0.005665172683297124,-0.00886840998479967,0.0016572051529238961,0.02072029816788944,0.010890394830745647,-0.010890394830745647,-0.011639426151863629,0.011639426151863629,-0.0006014530300632237,0.011061390187611247,0.014616028451890316,-0.0064545295567206215,-0.006916109062641211
2016-03-04,-0.002624763374956779,-0.0017307654955236976,0.002411405823586457,-0.0004996954155214005,-3.839847152779475e-05,3.839847152779475e-05,-0.007447061233024328,0.007447061233024328,-0.0011485635699574443,0.004820961120022929,0.004767306920709925,0.002489394310069535,-0.002087285826012311
2016-03-11,-0.017142861051659946,0.001746696411671318,0.0021767394619779047,-0.0005711815504575226,-0.00427706650256657,0.00427706650256657,-0.00824876682825948,0.00824876682825948,-0.00652847552328895,-0.0009547669414308809,-0.00031212370128156063,-0.005665977377730502,0.00944031620510987
2016-03-18,-0.004300788635648036,-0.00013681958001994437,-0.004453698472129621,0.002214774221291956,-0.005590807991878524,0.005590807991878524,0.005783452942651857,-0.005783452942651857,-0.005383506312399176,-0.00137991547209265,-0.0022334388077498157,-0.00030843477125913035,0.009785347740769787
2016-03-25,-0.0006350367655119684,-0.002617235373091157,0.007896514708113258,0.00040797169158746766,0.006261657039031467,-0.006261657039031467,-0.0035340398347468165,0.0035340398347468165,0.00031657920530823997,-0.001076882195706063,-0.0005308385437351274,0.004436017789401419,-0.007027953628917075
2016-04-01,-0.0012264660605261974,-0.0008351415005748894,0.0033224000500317688,0.0012523936828836115,-1.8903999021598227e-05,1.8903999021598227e-05,-0.002786145156180875,0.002786145156180875,0.0007211612139278739,0.00128159461699609,0.0006161172121775807,0.0009548856772907124,-0.003082753833002931
2016-04-08,0.0012936674263087774,0.0014913120392797963,0.002200727196757193,-0.0013235148814749603,0.0033362533625148592,-0.0033362533625148592,0.0017249019689833352,-0.0017249019689833352,-0.0015803314541425885,-0.00022402232871457413,-0.0011298869193858826,-0.0024354320563345004,0.003673144064813104
2016-04-15,-0.008828201624428308,0.0032050875720417136,0.0037790329922253395,-0.0004754813058902204,-0.003173867622719299,0.003173867622719299,0.0005033530690623017,-0.0005033530690623017,0.0025102216323185903,0.004230829016650594,0.004121007034506691,-0.0021270476225691386,0.0024750060428971564
2016-04-22,-0.00231035510432561,0.0003355635809460465,0.0010719434802546038,0.0010379611501439537,0.0025097809869486717,-0.0025097809869486717,-0.004725502372232265,0.004725502372232265,0.0004590157154846262,0.0027793241652757446,0.003369535979381678,-0.0004168561354043249,-0.002335245912899433
2016-04-29,0.002981725328261715,0.0019314076911716947,0.008153379683563593,-0.0029118940056466237,-0.009536314185798233,0.009536314185798233,0.009274452552099846,-0.009274452552099846,-0.004286063998010773,0.0015125093505631642,-0.0005982075212293052,-0.007034213805858875,0.008050782124603249
2016-05-06,0.0129338101800382,-0.0019693472834386807,-0.004414384643307587,0.0007889412142863606,0.01031487069524495,-0.01031487069524495,0.008525529598185835,-0.008525529598185835,-0.0022523242843383233,-0.0012477590703372941,-0.0014974281044682828,0.003110529973312725,0.001963592850804624
2016-05-13,-0.007137801342470565,0.0019101364478324833,0.002592378420074233,-0.0031822273514486073,-0.006007835454719466,0.006007835454719466,0.0011336927611988773,-0.0011336927611988773,0.0012375232771512934,0.0003224254076139422,-0.0005577768366483791,-0.0018952133262597275,0.01496379273864198
2016-05-20,0.00019979676534644025,-0.0008941724158623843,0.001054787573823173,-0.0001887783411759201,0.0026475009411197404,-0.0026475009411197404,-0.0008333812485407292,0.0008333812485407292,0.0011212953417009386,-0.0009738013143514641,-0.0010566424017328284,-0.0003896831107047154,0.00026295610194461004
2016-05-27,0.00018050421432647847,-0.004209751421772449,0.0013829359428145537,-0.0029118452018631496,0.0035925285303491828,-0.0035925285303491828,-0.0009015094274710061,0.0009015094274710061,-0.0016820220337039466,0.002251909388782011,0.0012851745291781909,0.0006592960007997253,-0.0064429958737544975
2016-06-03,0.003954134404017285,-0.0023729316658762946,0.0013046922113827215,-0.00047948840700279835,-0.009514287778587779,0.009514287778587779,-0.0006928242105637207,0.0006928242105637207,-0.00557221855213516,0.0011466689772312987,0.0007263081109636027,0.0002118924827672185,-0.008470608119639072
2016-06-10,-0.002315929904358083,0.0017503896700017151,-0.0002771121522046066,-0.0015905156088757688,0.00196391701385536,-0.00196391701385536,-0.0009992028929090725,0.0009992028929090725,-0.0001384607015261453,0.003647717319560678,0.003591785025126151,-0.0010274299199286325,0.002171252152909836
2016-06-17,-0.0034050822177880908,0.0033788694632002157,-0.0011697477417909551,-0.005295861608188515,0.009073820685059658,-0.009073820685059658,-0.0029938212916499627,0.0029938212916499627,-0.0035912687277820173,0.006036745889080567,0.006430514653379047,-0.003614059981117744,0.005629747940864833
